title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
Laaga Chunari Mein Daag: Journey of a Woman ,India,"Drama, Family, Romance","Hindi, Bhojpuri",3.0,True,NOT RATED,12-Oct-07,122 min,18-Dec-07,"2,045",,,,,5.4/10,50%,0,0,0,3,Low
"Lords of Salem, The ","USA, UK, Canada","Horror, Thriller",English,1.0,False,R,18-Apr-13,101 min,03-Sep-13,"24,952",1429.0,6186.0,3003117.0,817.0,5.1/10,45%,57/100,0,1,3,Low
5x2 ,France,"Drama, Romance","French, English, Italian",2.0,False,R,01-Sep-04,90 min,25-Oct-05,"8,093",0.0,34.0,125884.0,19.0,6.7/10,65%,62/100,0,1,2,Low
Traffic ,"USA, Mexico, Germany","Crime, Drama, Thriller","English, Spanish",2.0,True,R,05-Jan-01,147 min,29-May-01,"1,86,306",71.0,279.0,550324.0,86.0,7.6/10,92%,86/100,1,69,83,High
Rat Race ,USA,"Adventure, Comedy",English,1.0,False,PG-13,17-Aug-01,112 min,29-Jan-02,"1,02,571",,,,,6.4/10,43%,52/100,0,0,3,High
"Fountain, The ","Canada, USA","Drama, Sci-Fi","English, Maya",3.0,True,PG-13,22-Nov-06,96 min,18-May-07,"2,16,189",32.0,251.0,150462.0,3.0,7.3/10,52%,51/100,1,9,34,High
"Corporation, The ",Canada,"Documentary, History","English, Spanish",10.0,True,Not Rated,04-Jun-04,145 min,05-Apr-05,"19,582",0.0,54.0,13811.0,2.0,8.1/10,90%,73/100,0,12,1,Low
My Soul to Take ,USA,"Horror, Mystery, Thriller",English,1.0,False,R,08-Oct-10,107 min,08-Feb-11,"18,408",166.0,388.0,256077.0,31.0,4.8/10,10%,25/100,0,0,1,High
State Property 2 ,USA,"Musical, Action, Crime",English,3.0,True,R,13-Apr-05,94 min,12-Jul-05,"1,264",,,,,4.5/10,14%,33/100,0,1,0,Low
22 Jump Street ,USA,"Action, Comedy, Crime",English,7.0,True,R,13-Jun-14,112 min,18-Nov-14,"3,20,128",2836.0,56785.0,6457143.0,2288.0,7.0/10,84%,71/100,0,7,24,High
Mad Hot Ballroom ,USA,"Documentary, Family, Music","English, Spanish",1.0,False,PG,01-Jul-05,105 min,18-Oct-05,"3,255",51.0,122.0,124318.0,7.0,7.5/10,84%,71/100,0,8,9,High
Crank: High Voltage ,USA,"Action, Crime, Thriller",English,2.0,False,R,17-Apr-09,96 min,08-Sep-09,"1,31,560",1164.0,5058.0,3315191.0,399.0,6.2/10,64%,41/100,0,1,2,High
Orphan ,"USA, Canada, Germany","Horror, Mystery, Thriller","English, American Sign Language, Estonian",2.0,True,R,24-Jul-09,123 min,27-Oct-09,"1,74,815",3676.0,,5266829.0,,7.0/10,55%,42/100,0,1,7,High
"Four Feathers, The ","UK, USA","Adventure, Drama, Romance, War",English,3.0,True,PG-13,20-Sep-02,132 min,18-Feb-03,"31,034",59.0,237.0,241645.0,18.0,6.5/10,41%,49/100,0,0,0,High
Lakeview Terrace ,USA,"Crime, Drama, Thriller",English,3.0,True,PG-13,19-Sep-08,110 min,27-Jan-09,"46,078",0.0,4.0,6943.0,0.0,6.1/10,44%,47/100,0,0,1,High
"Weather Man, The ","USA, Germany","Comedy, Drama",English,1.0,False,R,28-Oct-05,102 min,21-Feb-06,"74,599",197.0,399.0,419280.0,24.0,6.6/10,59%,61/100,0,0,0,High
Must Love Dogs ,USA,"Comedy, Romance","English, Armenian",2.0,True,PG-13,29-Jul-05,98 min,20-Dec-05,"29,185",,543.0,297841.0,35.0,5.9/10,36%,46/100,0,0,1,High
"Serious Man, A ","USA, UK, France","Comedy, Drama","English, Yiddish, Hebrew",2.0,False,R,06-Nov-09,106 min,09-Feb-10,"1,21,802",11.0,111.0,56297.0,5.0,7.1/10,89%,79/100,1,17,72,High
"I Love You, Beth Cooper ","Canada, USA","Comedy, Romance",English,2.0,True,PG-13,10-Jul-09,102 min,03-Nov-09,"31,794",266.0,6329.0,3392041.0,314.0,5.3/10,13%,32/100,0,1,1,High
"Way, Way Back, The ",USA,"Comedy, Drama",English,2.0,False,PG-13,26-Jul-13,103 min,22-Oct-13,"1,32,741",967.0,4625.0,1918101.0,152.0,7.4/10,84%,68/100,0,5,30,High
Half Past Dead ,"USA, Germany","Action, Crime, Thriller",English,1.0,False,PG-13,15-Nov-02,98 min,04-Mar-03,"13,701",11.0,115.0,116088.0,6.0,4.6/10,3%,23/100,0,0,4,High
"Extraordinary Adventures of Adèle Blanc-Sec, The ","France, USA","Action, Adventure, Fantasy, Mystery","French, English, Spanish",2.0,True,PG,14-Apr-10,107 min,,"18,381",39.0,633.0,289107.0,35.0,6.3/10,84%,0,0,2,1,Low
What's Your Number? ,USA,"Comedy, Romance",English,3.0,True,R,30-Sep-11,106 min,10-Jan-12,"67,642",,,,,6.1/10,24%,35/100,0,1,0,High
These Final Hours ,Australia,"Drama, Sci-Fi, Thriller",English,1.0,False,R,31-Jul-14,87 min,12-May-15,"14,404",567.0,2085.0,1178336.0,111.0,6.7/10,82%,61/100,0,4,8,Low
Touch of Pink ,"Canada, UK","Drama, Comedy, Romance",English,2.0,True,R,16-Jul-04,91 min,11-Jan-05,"3,826",,,,,6.6/10,36%,46/100,0,0,4,Low
Little Girl ,"Italy, Austria",Drama,Italian,1.0,False,,31-Aug-11,100 min,,570,12.0,85.0,75066.0,5.0,7.2/10,0,62/100,0,11,4,Low
Hop ,"USA, India, Malaysia, Taiwan, Canada, UK","Animation, Adventure, Comedy, Family, Fantasy","English, Chinese, Spanish, French, Ukrainian",5.0,True,PG,01-Apr-11,95 min,23-Mar-12,"28,840",31.0,258.0,316309.0,27.0,5.4/10,25%,41/100,0,0,2,High
House of Tolerance ,France,Drama,French,1.0,False,Not Rated,25-Nov-11,122 min,13-Mar-12,"5,523",,,,,6.7/10,82%,75/100,0,4,14,Low
Doom ,"UK, Czech Republic, Germany, USA","Action, Adventure, Horror, Sci-Fi","English, Japanese",3.0,True,R,21-Oct-05,105 min,07-Feb-06,"99,781",611.0,3383.0,1249367.0,328.0,5.2/10,19%,34/100,0,0,3,High
Brotherhood of the Wolf ,France,"Action, Adventure, Drama, Horror, Thriller","French, German, Italian",3.0,False,R,01-Feb-02,142 min,01-Oct-02,"58,791",67.0,418.0,425468.0,24.0,7.1/10,73%,57/100,0,4,22,High
Rio ,"USA, Brazil","Animation, Adventure, Comedy, Family, Musical","English, Portuguese",7.0,True,G,15-Apr-11,96 min,02-Aug-11,"1,91,824",402.0,3858.0,3617198.0,629.0,6.9/10,72%,63/100,1,3,29,High
Footloose ,USA,"Comedy, Drama, Music, Romance",English,3.0,True,PG-13,14-Oct-11,113 min,06-Mar-12,"43,310",3025.0,9147.0,4345141.0,2175.0,5.9/10,68%,58/100,0,0,3,High
Stalker ,Soviet Union,"Drama, Sci-Fi",Russian,4.0,True,Not Rated,17-Apr-80,162 min,15-Oct-02,"97,576",44.0,270.0,154802.0,17.0,8.1/10,100%,0,0,2,1,Low
Looking for Eric ,"UK, France, Italy, Belgium, Spain","Comedy, Drama, Fantasy, Sport","English, French",1.0,True,Not Rated,27-May-09,116 min,12-Oct-09,"14,796",40.0,102.0,157312.0,5.0,7.2/10,85%,66/100,0,3,5,Low
Swing Vote ,USA,"Comedy, Drama",English,3.0,False,PG-13,01-Aug-08,120 min,13-Jan-09,"16,807",190.0,431.0,558408.0,34.0,6.1/10,38%,47/100,0,0,1,High
Confetti ,UK,"Comedy, Music, Romance",English,1.0,False,R,05-May-06,100 min,06-Mar-07,"4,700",27.0,150.0,108520.0,23.0,5.8/10,57%,57/100,0,0,3,Low
Hadewijch ,France,Drama,"French, Arabic",1.0,False,,24-Dec-10,105 min,,"1,556",6.0,73.0,33581.0,6.0,6.7/10,73%,83/100,0,1,1,Low
Hereafter ,USA,"Drama, Fantasy, Romance","English, French",1.0,False,PG-13,22-Oct-10,129 min,15-Mar-11,"87,326",,,,,6.5/10,47%,56/100,1,4,13,High
In the Bedroom ,USA,"Crime, Drama","English, Serbo-Croatian",3.0,True,R,08-Feb-02,130 min,13-Aug-02,"35,228",,,,,7.4/10,93%,86/100,1,38,69,High
Kit Kittredge: An American Girl ,"USA, Canada","Drama, Family",English,2.0,True,G,02-Jul-08,101 min,28-Oct-08,"5,275",140.0,948.0,382114.0,45.0,6.6/10,80%,63/100,0,2,5,High
They ,"USA, Canada","Horror, Mystery, Thriller",English,1.0,False,PG-13,27-Nov-02,89 min,01-Jun-03,"11,840",,,105822.0,,4.8/10,38%,31/100,0,1,1,High
My Perestroika ,"USA, UK, Russia","Documentary, Biography, Family, History, News",Russian,,False,NOT RATED,24-Jan-10,88 min,15-May-12,571,26.0,206.0,95119.0,6.0,7.2/10,92%,90/100,0,1,4,Low
Comme un chef ,"France, Spain","Comedy, Drama","French, Spanish, Japanese, English",2.0,False,PG-13,20-Jun-14,84 min,,"15,009",17.0,583.0,172858.0,17.0,6.7/10,49%,43/100,0,0,0,Low
"Good bye, Lenin! ",Germany,"Comedy, Drama, Romance","German, English, Russian",5.0,True,R,14-May-04,121 min,10-Aug-04,"1,28,955",112.0,1311.0,604501.0,30.0,7.7/10,90%,68/100,1,33,19,Low
Hollywood Homicide ,USA,"Action, Comedy, Crime, Thriller",English,2.0,False,PG-13,13-Jun-03,116 min,07-Oct-03,"34,213",33.0,80.0,73422.0,6.0,5.3/10,29%,47/100,0,1,0,High
"Hurt Locker, The ",USA,"Drama, Thriller, War","English, Arabic",1.0,False,R,31-Jul-09,131 min,12-Jan-10,"3,91,772",,,,,7.6/10,97%,94/100,1,117,126,High
"Contender, The ","USA, Germany, UK","Drama, Thriller",English,1.0,False,R,13-Oct-00,126 min,27-Feb-01,"21,923",,,60150.0,,7.0/10,76%,59/100,1,1,20,High
Outfoxed: Rupert Murdoch's War on Journalism ,USA,Documentary,English,,False,Unrated,13-Jul-04,78 min,13-Jul-04,"6,016",,,,,7.6/10,85%,58/100,0,0,0,Low
Marci X ,"Germany, USA","Comedy, Music",English,1.0,False,R,22-Aug-03,84 min,20-Jan-04,"4,767",,,74010.0,,2.8/10,8%,20/100,0,0,4,Low
House ,USA,Horror,English,3.0,True,R,07-Nov-08,88 min,07-Apr-09,"5,402",33.0,75.0,52519.0,7.0,4.6/10,0%,24/100,0,0,0,Low
Mujhse Dosti Karoge! ,India,"Musical, Romance, Drama, Family","Hindi, Italian",2.0,False,Not Rated,09-Aug-02,149 min,05-Jul-05,"4,452",12.0,256.0,178465.0,62.0,5.1/10,0,0,0,0,1,Low
Nowhere in Africa ,Germany,"Biography, Drama","English, Swahili, German",2.0,True,R,16-May-03,141 min,30-Sep-03,"11,747",16.0,81.0,71147.0,12.0,7.6/10,85%,72/100,1,18,6,High
Calendar Girls ,"UK, USA","Comedy, Drama",English,2.0,False,PG-13,01-Jan-04,108 min,04-May-04,"21,805",13.0,215.0,211718.0,26.0,6.9/10,74%,60/100,1,2,14,High
Coraline ,USA,"Animation, Drama, Fantasy, Thriller","English, Russian",2.0,True,PG,06-Feb-09,100 min,21-Jul-09,"1,78,450",1530.0,6582.0,3038943.0,894.0,7.7/10,90%,80/100,1,7,43,High
"Other Dream Team, The ","USA, Lithuania","Documentary, Sport","English, Lithuanian",2.0,False,Not Rated,28-Sep-12,89 min,14-Jan-13,"3,295",17.0,259.0,63066.0,10.0,8.4/10,87%,69/100,0,0,3,Low
"Rite, The ","USA, Hungary, Italy","Drama, Horror, Mystery, Thriller","English, Welsh, Italian, Latin, Russian, Hungarian",2.0,True,PG-13,28-Jan-11,114 min,17-May-11,"85,314",1389.0,3756.0,3218555.0,288.0,6.0/10,21%,38/100,0,1,5,High
Foxcatcher ,USA,"Biography, Drama, Sport","English, French",2.0,False,R,16-Jan-15,134 min,03-Mar-15,"1,25,730",,,,,7.0/10,88%,81/100,1,12,74,High
Predestination ,"Australia, USA","Drama, Mystery, Sci-Fi, Thriller",English,3.0,True,R,09-Jan-15,97 min,10-Feb-15,"2,25,628",204.0,751.0,468198.0,35.0,7.5/10,83%,69/100,0,11,18,Low
Hedwig and the Angry Inch ,USA,"Comedy, Drama, Music, Musical","English, German",3.0,True,R,31-Aug-01,95 min,11-Dec-01,"29,472",68.0,1772.0,461420.0,59.0,7.8/10,93%,85/100,1,28,32,Low
"Fast and the Furious, The ","USA, Germany","Action, Crime, Thriller","English, Spanish",5.0,True,PG-13,22-Jun-01,106 min,01-Jan-02,"3,20,970",,,,,6.8/10,53%,58/100,0,11,12,High
Secret of the Wings ,"USA, India, UK","Animation, Family, Fantasy",English,4.0,True,G,14-Dec-12,75 min,23-Oct-12,"9,691",277.0,2684.0,2730820.0,615.0,7.2/10,60%,0,0,1,5,Low
Contracted ,USA,"Drama, Horror, Thriller",English,1.0,False,Not Rated,22-Nov-13,84 min,18-Mar-14,"13,372",100.0,474.0,310132.0,52.0,5.3/10,53%,48/100,0,0,3,Low
Here Comes the Boom ,USA,"Action, Comedy, Sport","English, Dutch",2.0,False,PG,12-Oct-12,105 min,05-Feb-13,"81,884",,,,,6.4/10,40%,40/100,0,0,3,High
De-Lovely ,"UK, USA","Biography, Drama, Music, Musical","English, French, Italian",1.0,False,PG-13,06-Aug-04,125 min,21-Dec-04,"10,364",10.0,146.0,46510.0,4.0,6.6/10,48%,53/100,1,2,11,High
"Kid, The ",USA,"Comedy, Family, Fantasy",English,1.0,False,PG,07-Jul-00,104 min,23-Jan-03,"38,120",,,383097.0,,6.1/10,49%,45/100,0,1,3,High
She Hate Me ,USA,"Comedy, Drama","English, German, Spanish",3.0,True,R,30-Jul-04,138 min,01-Feb-05,"6,915",69.0,391.0,357285.0,41.0,5.3/10,19%,28/100,0,1,7,Low
Coach Carter ,"USA, Germany","Biography, Drama, Sport",English,2.0,False,PG-13,14-Jan-05,136 min,21-Jun-05,"1,11,926",268.0,1449.0,1406502.0,40.0,7.3/10,64%,57/100,0,3,15,High
PAY 2 PLAY: Democracy's High Stakes ,USA,"Documentary, Comedy, News",English,2.0,False,,05-Sep-14,87 min,01-Dec-14,55,2.0,26.0,2896.0,0.0,8.5/10,80%,0,0,0,0,Low
Spanglish ,USA,"Comedy, Drama, Romance","English, Spanish",1.0,False,PG-13,17-Dec-04,131 min,05-Apr-05,"73,911",496.0,1563.0,1181725.0,99.0,6.4/10,53%,48/100,1,5,14,High
Scatter My Ashes at Bergdorf's ,USA,Documentary,English,1.0,False,PG-13,03-May-13,93 min,26-Aug-13,737,52.0,597.0,211657.0,22.0,6.2/10,50%,55/100,0,0,0,Low
Behind the Candelabra ,USA,"Biography, Drama, Romance",English,3.0,True,R,07-Jun-13,118 min,17-Sep-13,"37,627",26.0,155.0,427634.0,21.0,7.0/10,95%,0,1,41,48,Low
"Fifth Estate, The ","USA, India, Belgium","Biography, Drama, Thriller","English, Icelandic, Swahili, Arabic",4.0,True,R,18-Oct-13,128 min,28-Jan-14,"36,422",2954.0,13566.0,3801344.0,1224.0,6.2/10,36%,49/100,0,2,3,Low
Salmon Fishing in the Yemen ,UK,"Comedy, Drama, Romance","English, Arabic, Mandarin",2.0,True,PG-13,20-Apr-12,107 min,17-Jul-12,"58,845",0.0,7.0,9086.0,0.0,6.8/10,66%,58/100,1,0,3,Low
"Whole Nine Yards, The ",USA,"Comedy, Crime","English, French, Spanish",1.0,False,R,18-Feb-00,98 min,18-Jul-00,"1,02,811",8.0,116.0,67186.0,6.0,6.7/10,45%,47/100,0,0,5,High
Into Eternity ,"Denmark, Finland, Sweden, Italy",Documentary,"English, Swedish, Finnish",2.0,False,,06-Jan-10,75 min,,"2,661",63.0,987.0,454286.0,37.0,7.4/10,100%,68/100,0,2,6,Low
"Son's Room, The ","Italy, France",Drama,"Italian, Latin",4.0,True,R,09-Mar-01,99 min,08-Oct-02,"16,343",11.0,55.0,61550.0,8.0,7.4/10,84%,73/100,0,16,26,Low
Exit Through the Gift Shop ,UK,"Documentary, Comedy, Crime, History","English, French",,False,R,14-May-10,87 min,14-Dec-10,"58,612",198.0,2408.0,1365504.0,117.0,8.0/10,95%,85/100,1,24,28,Low
Prince of Persia: The Sands of Time ,USA,"Action, Adventure, Fantasy",English,5.0,True,PG-13,28-May-10,116 min,14-Sep-10,"2,53,990",1412.0,8641.0,5193588.0,466.0,6.6/10,37%,50/100,0,1,10,High
Shaun of the Dead ,"UK, France","Comedy, Horror",English,2.0,False,R,24-Sep-04,99 min,21-Dec-04,"4,69,921",150.0,896.0,494929.0,32.0,7.9/10,92%,76/100,0,13,20,High
I Spit on Your Grave ,USA,"Horror, Thriller",English,2.0,True,R,20-Jan-11,108 min,08-Feb-11,"68,336",47.0,101.0,270983.0,16.0,6.3/10,32%,27/100,0,0,2,Low
Anchorman 2: The Legend Continues ,USA,Comedy,English,4.0,True,PG-13,18-Dec-13,119 min,01-Apr-14,"1,56,345",0.0,1.0,11473.0,0.0,6.3/10,74%,61/100,0,1,23,High
Lady Chatterley ,"Belgium, France","Drama, Romance",French,4.0,True,R,01-Nov-06,168 min,04-Dec-07,"4,017",10.0,110.0,384745.0,20.0,6.8/10,76%,80/100,0,11,10,Low
"Good Guy, The ",USA,"Comedy, Romance",English,1.0,False,R,19-Feb-10,90 min,22-Jun-10,"8,677",104.0,1959.0,1223071.0,157.0,5.8/10,35%,47/100,0,0,0,Low
"Conspirator, The ",USA,"Crime, Drama, History",English,3.0,True,PG-13,15-Apr-11,122 min,16-Aug-11,"26,296",11.0,60.0,31162.0,5.0,6.9/10,55%,55/100,0,2,3,High
"40-Year-Old Virgin, The ",USA,"Comedy, Romance","English, Spanish, Japanese",2.0,False,R,19-Aug-05,116 min,13-Dec-05,"3,64,410",37.0,887.0,538300.0,59.0,7.1/10,85%,73/100,0,10,19,High
Gayby ,USA,"Comedy, Drama, Romance",English,1.0,False,Not Rated,12-Mar-12,85 min,11-Dec-12,"2,370",38.0,116.0,59256.0,21.0,5.8/10,90%,58/100,0,3,4,Low
"Last Samurai, The ","USA, New Zealand, Japan","Action, Drama, War","English, Japanese",4.0,True,R,05-Dec-03,154 min,04-May-04,"3,70,619",9.0,53.0,48858.0,2.0,7.7/10,66%,55/100,1,21,62,High
Justin Bieber's Believe ,USA,"Documentary, Music",English,1.0,False,PG,25-Dec-13,92 min,08-Apr-14,"17,466",1075.0,12818.0,1283122.0,4129.0,1.7/10,53%,39/100,0,0,1,Low
"Reluctant Fundamentalist, The ","USA, UK, Qatar","Drama, Thriller","English, Urdu",5.0,True,R,03-May-13,130 min,27-Aug-13,"12,526",,,,,6.9/10,57%,54/100,0,3,0,Low
Gabrielle ,Canada,"Drama, Music, Romance","French, English",1.0,False,R,16-Oct-13,104 min,20-Oct-14,"1,366",18.0,167.0,145866.0,7.0,6.9/10,88%,70/100,0,11,15,Low
Strayed ,"France, UK","Drama, Romance, War",French,5.0,True,Unrated,20-Aug-03,95 min,23-Nov-04,"2,926",2.0,110.0,186950.0,15.0,6.6/10,74%,70/100,0,1,5,Low
Nancy Drew ,USA,"Comedy, Crime, Family, Mystery, Romance, Thriller",English,4.0,True,PG,15-Jun-07,99 min,11-Mar-08,"18,124",,,,,5.9/10,50%,53/100,0,0,7,High
"Day the Earth Stood Still, The ","USA, Canada","Drama, Sci-Fi, Thriller","English, Mandarin",2.0,True,PG-13,12-Dec-08,104 min,07-Apr-09,"1,55,794",,,,,5.5/10,21%,40/100,0,3,5,High
2 Fast 2 Furious ,"USA, Germany","Action, Crime, Thriller","English, Spanish",6.0,True,PG-13,06-Jun-03,107 min,30-Sep-03,"2,31,794",223.0,3676.0,2328141.0,155.0,5.9/10,36%,38/100,0,4,13,High
Don't Be Afraid of the Dark ,"USA, Australia, Mexico","Fantasy, Horror, Thriller",English,3.0,True,R,26-Aug-11,99 min,03-Jan-12,"44,473",,,,,5.6/10,59%,56/100,0,0,4,High
"Last King of Scotland, The ","UK, Germany","Biography, Drama, History, Thriller","English, French, German, Swahili",3.0,True,R,19-Jan-07,123 min,17-Apr-07,"1,65,293",774.0,2609.0,1660295.0,111.0,7.7/10,87%,74/100,1,47,31,High
"Cross: The Arthur Blessitt Story, The ",USA,Documentary,English,1.0,False,PG,27-Mar-09,90 min,,159,316.0,912.0,54084.0,23.0,7.3/10,18%,0,0,0,0,Low
Indiana Jones and the Kingdom of the Crystal Skull ,USA,"Action, Adventure","English, German, Russian",5.0,True,PG-13,22-May-08,122 min,14-Oct-08,"3,93,491",149.0,237.0,213406.0,17.0,6.2/10,78%,65/100,1,10,35,High
"Hunted, The ",USA,"Action, Crime, Drama, Thriller","English, Serbo-Croatian",3.0,False,R,14-Mar-03,94 min,12-Aug-03,"40,803",,,114187.0,,6.1/10,29%,40/100,0,0,2,High
Saints and Soldiers ,USA,"Action, Drama, War","English, German",3.0,True,PG-13,25-Mar-05,90 min,31-May-05,"19,247",510.0,774.0,941375.0,66.0,6.8/10,66%,56/100,0,16,2,Low
Dhobi Ghat ,India,Drama,"Hindi, English",1.0,False,PG-13,21-Jan-11,100 min,08-Mar-11,"11,515",150.0,614.0,514685.0,44.0,7.1/10,65%,55/100,0,1,0,Low
"Final Destination, The ",USA,Horror,English,2.0,True,R,28-Aug-09,82 min,05-Jan-10,"89,298",13.0,98.0,68100.0,17.0,5.2/10,28%,30/100,0,2,1,High
Greenwich Village: Music That Defined a Generation ,Canada,"Documentary, Music",English,3.0,False,,20-Oct-12,92 min,11-Nov-13,264,17.0,66.0,20278.0,0.0,7.1/10,71%,65/100,0,0,0,Low
"Monsters, Inc. ",USA,"Animation, Adventure, Comedy, Family, Fantasy",English,12.0,True,G,02-Nov-01,92 min,19-Feb-13,"7,36,968",,,354065.0,,8.1/10,96%,78/100,1,13,38,High
Infamous ,USA,"Biography, Crime, Drama",English,2.0,True,R,13-Oct-06,110 min,13-Feb-07,"15,533",57.0,113.0,204868.0,36.0,7.1/10,73%,68/100,0,3,2,Low
Holy Rollers ,USA,"Biography, Crime, Drama, History","English, Hebrew",1.0,False,R,23-Dec-10,89 min,05-Oct-10,"4,639",179.0,334.0,430046.0,80.0,5.9/10,52%,51/100,0,2,2,Low
Me and Orson Welles ,"UK, Isle Of Man, USA","Comedy, Drama",English,3.0,True,PG-13,18-Dec-09,114 min,01-Jul-10,"10,254",27.0,198.0,73348.0,6.0,6.7/10,85%,73/100,1,5,26,Low
Hotel for Dogs ,"Germany, USA","Comedy, Family",English,4.0,True,PG,16-Jan-09,100 min,28-Apr-09,"19,829",9.0,152.0,53579.0,11.0,5.4/10,46%,51/100,0,2,2,High
Boy ,New Zealand,"Comedy, Drama","English, Maori",1.0,False,Not Rated,25-Mar-10,87 min,09-Jul-13,"16,567",389.0,2070.0,1009113.0,80.0,7.5/10,87%,70/100,0,13,9,Low
Birth of the Living Dead ,USA,Documentary,English,,False,Not Rated,18-Oct-13,76 min,07-Jan-14,"1,448",5.0,61.0,15798.0,1.0,7.0/10,96%,65/100,0,0,0,Low
Compliance ,USA,"Biography, Crime, Drama, Horror, Thriller",English,1.0,False,R,26-Sep-12,90 min,08-Jan-13,"28,690",72.0,328.0,210133.0,24.0,6.4/10,89%,68/100,0,7,34,Low
"Lion in Winter, The ","UK, USA","Biography, Drama, History",English,2.0,True,PG,30-Oct-68,134 min,19-Jun-01,"26,827",79.0,400.0,202133.0,20.0,8.1/10,92%,0,1,12,18,Low
Even the Rain ,"Spain, Mexico, France","Drama, History","Spanish, Quechua, English",1.0,False,Not Rated,05-Jan-11,103 min,16-May-11,"11,635",3.0,27.0,21278.0,3.0,7.5/10,87%,69/100,0,21,16,Low
Animals United ,Germany,"Animation, Adventure, Comedy, Family",German,5.0,True,PG,07-Oct-10,93 min,10-Apr-12,"5,316",57.0,174.0,151424.0,35.0,4.9/10,25%,0,0,2,2,Low
I Know Who Killed Me ,USA,"Crime, Drama, Mystery, Thriller",English,1.0,False,R,27-Jul-07,105 min,27-Nov-07,"24,991",71.0,269.0,432780.0,23.0,3.6/10,7%,16/100,0,8,4,High
Starry starry night ,"Taiwan, China, Hong Kong",Drama,"Mandarin, Min Nan",2.0,True,NOT RATED,03-Nov-11,99 min,,917,96.0,790.0,125632.0,12.0,7.0/10,58%,71/100,0,4,13,Low
Madagascar: Escape 2 Africa ,USA,"Animation, Adventure, Comedy, Family","English, Italian",3.0,False,PG,07-Nov-08,89 min,06-Feb-09,"1,83,302",,,788653.0,,6.7/10,64%,61/100,0,3,11,High
Kung Fu Panda 2 ,USA,"Animation, Action, Adventure, Comedy, Family, Fantasy",English,2.0,False,PG,26-May-11,90 min,13-Dec-11,"2,29,016",4464.0,26098.0,21434327.0,1754.0,7.2/10,81%,67/100,1,5,46,High
Parker ,USA,"Action, Crime, Thriller",English,2.0,True,R,25-Jan-13,118 min,21-May-13,"1,05,657",410.0,1526.0,884637.0,94.0,6.2/10,41%,42/100,0,0,1,High
Planes: Fire & Rescue ,USA,"Animation, Adventure, Comedy, Family",English,2.0,True,PG,18-Jul-14,83 min,04-Nov-14,"15,216",507.0,2309.0,2364864.0,533.0,6.0/10,43%,48/100,0,0,6,High
Trash ,"UK, Brazil, Germany","Adventure, Crime, Drama, Mystery, Thriller","Portuguese, English",3.0,True,R,09-Oct-15,114 min,17-Nov-15,"18,577",194.0,1434.0,496403.0,61.0,7.2/10,66%,50/100,1,2,4,Low
Fair Game ,"USA, United Arab Emirates","Biography, Drama, Thriller","English, Arabic, French",4.0,True,PG-13,03-Dec-10,108 min,29-Mar-11,"43,810",348.0,1026.0,1386754.0,104.0,6.8/10,79%,69/100,0,4,8,High
"6th Day, The ","USA, Canada","Action, Mystery, Sci-Fi, Thriller",English,2.0,False,PG-13,17-Nov-00,123 min,27-Mar-01,"1,10,730",56.0,,175669.0,,5.9/10,41%,49/100,0,0,8,High
Rambo ,"Germany, USA","Action, Thriller, War","English, Burmese, Thai",3.0,False,R,25-Jan-08,92 min,27-May-08,"2,01,556",6.0,45.0,42285.0,3.0,7.0/10,37%,46/100,0,1,1,High
Kung Fu Hustle ,"Hong Kong, China","Action, Comedy, Fantasy","Cantonese, Mandarin",4.0,False,R,22-Apr-05,99 min,09-Aug-05,"1,17,026",28.0,355.0,384645.0,33.0,7.8/10,90%,78/100,1,23,45,High
Corpse Bride ,"USA, UK","Animation, Drama, Family, Fantasy, Musical, Romance",English,5.0,True,PG,23-Sep-05,77 min,31-Jan-06,"2,23,225",88.0,2561.0,550653.0,61.0,7.4/10,84%,83/100,1,8,28,High
Life of Crime ,USA,"Comedy, Crime",English,2.0,True,R,29-Aug-14,98 min,28-Oct-14,"15,723",,,52306.0,,5.8/10,67%,60/100,0,0,0,Low
Awake ,USA,"Crime, Drama, Mystery, Thriller","English, Japanese",1.0,False,R,30-Nov-07,84 min,13-Feb-08,"69,395",1.0,60.0,55369.0,4.0,6.5/10,24%,33/100,0,1,3,High
Summer Storm ,Germany,"Comedy, Drama, Romance, Sport",German,2.0,True,R,02-Sep-04,98 min,05-Sep-06,"12,589",258.0,1914.0,4842738.0,401.0,7.4/10,47%,51/100,0,4,4,Low
Noah ,USA,"Action, Adventure, Drama",English,2.0,False,PG-13,28-Mar-14,138 min,29-Jul-14,"2,29,046",2352.0,6752.0,2045812.0,743.0,5.8/10,76%,68/100,1,1,18,High
Bring It On ,USA,"Comedy, Romance, Sport",English,1.0,False,PG-13,25-Aug-00,98 min,13-Feb-01,"81,180",206.0,979.0,1742937.0,137.0,6.0/10,63%,52/100,0,2,7,High
Magic Trip ,USA,Documentary,English,5.0,True,R,05-Aug-11,107 min,01-Nov-11,"1,276",,,,,6.8/10,72%,59/100,0,0,1,Low
